0	50	100	200	250	300	400	500	600	700	750	800	900	1000
0	-18.61459144	-37.22917345	-74.4584859	-93.07307428	-111.6877177	-148.9167831	-186.1459144	-223.3751341	-260.6044104	-279.2192355	-297.8337996	-335.0631571	-372.2917345
0	-26.7269575	-53.45392908	-106.9077423	-133.634643	-160.3617803	-213.8158168	-267.269575	-320.7234989	-374.1774751	-400.9042794	-427.6311267	-481.0854088	-534.5392908
0	-32.54861225	-65.09722102	-130.1944024	-162.7431294	-195.2917785	-260.3890951	-325.4861225	-390.5832399	-455.6808149	-488.2291553	-520.777628	-585.8749386	-650.9722102
0	-36.90721115	-73.81449988	-147.6289693	-184.5361352	-221.4432869	-295.2577916	-369.0721115	-442.8867219	-516.7009488	-553.6084093	-590.5155581	-664.3296592	-738.1449988
0	-40.19009989	-80.38016291	-160.7604383	-200.9504582	-241.1406271	-321.5207121	-401.9009989	-482.2812813	-562.6612463	-602.8519989	-643.0418148	-723.4220223	-803.8016291
0	-42.6649585	-85.32999552	-170.6598014	-213.324557	-255.989777	-341.3195794	-426.649585	-511.9793726	-597.3095404	-639.9746467	-682.638907	-767.9702732	-853.2999552
0	-44.53093913	-89.06177843	-178.1239281	-222.6548353	-267.1857418	-356.2476929	-445.3093913	-534.3714451	-623.4335035	-667.9645064	-712.4955035	-801.556564	-890.6177843
0	-45.93789575	-91.87574855	-183.7517907	-229.6895024	-275.6274864	-367.50337	-459.3789575	-551.2546967	-643.1312997	-689.0686869	-735.0063053	-826.8824171	-918.7574855
0	-46.99877608	-93.99761126	-187.9949415	-234.9938121	-281.9927656	-375.9901323	-469.9877608	-563.9847539	-657.9829322	-704.9814932	-751.9803321	-845.9771234	-939.9761126
0	-47.79868952	-95.59730084	-191.1947033	-238.9932324	-286.7919677	-382.3892254	-477.9868952	-573.583995	-669.1815067	-716.9798512	-764.7786363	-860.3761591	-955.9730084
37.99790628	-10.40391928	-58.8056747	-155.6093723	-204.0111625	-252.412823	-349.2165535	-446.0200836	-542.8241057	-639.6271255	-688.0288597	-736.4309228	-833.2348151	-930.0382931
75.99581354	27.13922512	-21.71736421	-119.4306057	-168.2873049	-217.1435165	-314.8568451	-412.5698639	-510.2833258	-607.9959392	-656.8525546	-705.7092736	-803.4227004	-901.1354629
113.9936696	64.79424621	15.59467229	-82.80442839	-132.0037274	-181.203092	-279.6020026	-378.0010879	-476.400113	-574.7992991	-623.9987695	-673.1976245	-771.5974071	-869.9975437
151.9915444	102.5334395	53.07561628	-45.84049538	-95.29858645	-144.7566292	-243.6728823	-342.5885783	-441.5047084	-540.4208075	-589.8789579	-639.3369154	-738.2533524	-837.1678529
189.989415	140.3365126	90.68353123	-8.622447513	-58.27539775	-107.928485	-207.2344517	-306.5405408	-405.8464466	-505.1523815	-554.8052599	-604.4579758	-703.7639217	-803.0705416
227.9873646	178.1874013	128.3872355	28.78749147	-21.01252425	-70.81268222	-170.412617	-270.0125011	-369.6123462	-469.212551	-519.0124245	-568.8124269	-668.4119508	-768.0134488
265.9852592	216.0743062	166.1637611	66.34205874	16.43113246	-33.47957843	-133.3012873	-233.1231892	-332.9447502	-432.7662894	-482.6771327	-532.5879547	-632.4099869	-732.2316155
303.9834358	253.9888552	203.9944654	104.0055111	54.01124452	4.01686097	-95.97194792	-195.9608079	-295.9496221	-395.9381418	-445.9328956	-495.9270862	-595.9160536	-695.9037481
341.9809003	291.9235715	241.8663132	141.751493	91.69399059	41.63664786	-58.47807106	-158.5930018	-258.707744	-358.8226271	-408.8799621	-458.9375064	-559.0523934	-659.166922
379.9790628	329.8741581	279.7694466	179.5593922	129.4542801	79.34948977	-20.86028457	-121.0702467	-221.2802277	-321.4901119	-371.5947912	-421.6997966	-521.9096614	-622.1193806
